export_id,script_family_id,computed_quantity,data_granularity,output_file,sidecar_file,format,row_count,array_count,shape_summary,dataset,condition_scope,hemisphere_scope,network_scope,old_script_path,new_export_script,old_reference_outputs,validation_status,notes
EXP023,phase_ngsc_model,phase_ngsc_paired_deltas,model_correlation,02_exports\phase_ngsc_model\exp023_phase_ngsc_paired_deltas.csv,02_exports\phase_ngsc_model\exp023_phase_ngsc_paired_deltas.csv.metadata.json,csv,136,0,136 rows x 10 columns,DMT;LSD,DMT_DMT;DMT_PCB;LSD_LSD;LSD_PCB,left;right,,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\export_exp023_retained_model_phase_ngsc.py,<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\DMT\per_subject_phase_ngsc_drug_minus_pcb_delta.csv;<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\LSD\per_subject_phase_ngsc_drug_minus_pcb_delta.csv,pass,Retained orig/recon phase-NGSC output; no recomputation.
EXP023,phase_ngsc_model,phase_ngsc_orig_recon_correlations,summary_validation,02_exports\phase_ngsc_model\exp023_phase_ngsc_orig_recon_correlations.csv,02_exports\phase_ngsc_model\exp023_phase_ngsc_orig_recon_correlations.csv.metadata.json,csv,8,0,8 rows x 19 columns,DMT;LSD,DMT_DMT;DMT_PCB;LSD_LSD;LSD_PCB,left;right,,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\export_exp023_retained_model_phase_ngsc.py,<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\DMT\phase_ngsc_orig_recon_correlations.csv;<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\LSD\phase_ngsc_orig_recon_correlations.csv,pass,Retained orig/recon phase-NGSC output; no recomputation.
EXP023,phase_ngsc_model,phase_ngsc_delta_orig_recon_correlations,summary_validation,02_exports\phase_ngsc_model\exp023_phase_ngsc_delta_orig_recon_correlations.csv,02_exports\phase_ngsc_model\exp023_phase_ngsc_delta_orig_recon_correlations.csv.metadata.json,csv,4,0,4 rows x 21 columns,DMT;LSD,DMT_DMT;DMT_PCB;LSD_LSD;LSD_PCB,left;right,,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\export_exp023_retained_model_phase_ngsc.py,<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\DMT\phase_ngsc_drug_minus_pcb_delta_orig_recon_correlations.csv;<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\LSD\phase_ngsc_drug_minus_pcb_delta_orig_recon_correlations.csv,pass,Retained orig/recon phase-NGSC output; no recomputation.
EXP023,phase_ngsc_model,phase_ngsc_summary,summary_validation,02_exports\phase_ngsc_model\exp023_phase_ngsc_summary.csv,02_exports\phase_ngsc_model\exp023_phase_ngsc_summary.csv.metadata.json,csv,16,0,16 rows x 12 columns,DMT;LSD,DMT_DMT;DMT_PCB;LSD_LSD;LSD_PCB,left;right,,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\export_exp023_retained_model_phase_ngsc.py,<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\DMT\summary_phase_ngsc_by_source_condition_hemisphere.csv;<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\LSD\summary_phase_ngsc_by_source_condition_hemisphere.csv,pass,Retained orig/recon phase-NGSC output; no recomputation.
EXP023,phase_ngsc_model,phase_ngsc_delta_summary,summary_validation,02_exports\phase_ngsc_model\exp023_phase_ngsc_delta_summary.csv,02_exports\phase_ngsc_model\exp023_phase_ngsc_delta_summary.csv.metadata.json,csv,8,0,8 rows x 12 columns,DMT;LSD,DMT_DMT;DMT_PCB;LSD_LSD;LSD_PCB,left;right,,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\export_exp023_retained_model_phase_ngsc.py,<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\DMT\summary_phase_ngsc_drug_minus_pcb_delta.csv;<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\LSD\summary_phase_ngsc_drug_minus_pcb_delta.csv,pass,Retained orig/recon phase-NGSC output; no recomputation.
EXP024,raw_fc_hemisphere_first,raw_fc_subject_values,subject_level,02_exports\raw_fc_hemisphere_first\subject_level\exp024_raw_fc_subject_values.csv,02_exports\raw_fc_hemisphere_first\subject_level\exp024_raw_fc_subject_values.csv.metadata.json,csv,140,0,140 rows x 20 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<raw_fc_analysis>\analyze_fc_hemisphere_first.py,export_scripts\export_exp024_retained_raw_fc.py,<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\group_stats.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\group_stats.csv,pass,Corrected retained raw-FC result source; no recomputation or matrix copying.
EXP024,raw_fc_hemisphere_first,raw_fc_paired_deltas,subject_level,02_exports\raw_fc_hemisphere_first\subject_level\exp024_raw_fc_paired_deltas.csv,02_exports\raw_fc_hemisphere_first\subject_level\exp024_raw_fc_paired_deltas.csv.metadata.json,csv,544,0,544 rows x 10 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<raw_fc_analysis>\analyze_fc_hemisphere_first.py,export_scripts\export_exp024_retained_raw_fc.py,<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\group_stats.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\group_stats.csv,pass,Corrected retained raw-FC result source; no recomputation or matrix copying.
EXP024,raw_fc_hemisphere_first,raw_fc_group_stats,subject_level,02_exports\raw_fc_hemisphere_first\summary_validation\exp024_raw_fc_group_stats.csv,02_exports\raw_fc_hemisphere_first\summary_validation\exp024_raw_fc_group_stats.csv.metadata.json,csv,32,0,32 rows x 23 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<raw_fc_analysis>\analyze_fc_hemisphere_first.py,export_scripts\export_exp024_retained_raw_fc.py,<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\group_stats.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\group_stats.csv,pass,Corrected retained raw-FC result source; no recomputation or matrix copying.
EXP024,raw_fc_hemisphere_first,raw_fc_matrix_manifest,matrices,02_exports\raw_fc_hemisphere_first\matrices\exp024_raw_fc_matrix_manifest.csv,02_exports\raw_fc_hemisphere_first\matrices\exp024_raw_fc_matrix_manifest.csv.metadata.json,csv,164,164,One row per retained matrix/pconn,DMT;LSD,DMT;LSD;PCB,left;right,,<raw_fc_analysis>\analyze_fc_hemisphere_first.py,export_scripts\export_exp024_retained_raw_fc.py,<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_DMT_drug_minus_pcb\group_stats.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\subject_level_fc_metrics.csv;<raw_fc_outputs>\fc_analysis_hemisphere_first_LSD_drug_minus_pcb\group_stats.csv,pass,Corrected retained raw-FC result source; no recomputation or matrix copying.
EXP017,cai_polar,cai_signed_angle_distribution,subject_level_histogram_and_circular_summary,02_exports\cai_polar\angle_distributions\exp017_subject_angle_histograms.npz,02_exports\cai_polar\angle_distributions\exp017_subject_angle_histograms.npz.metadata.json,npz;csv,136,2,subject_density=136x72; bin_edges=73,DMT;LSD,Drug;PCB,left;right,,<source_analysis>\phase_gradient_alignment.py,export_scripts\export_exp017_cai_polar.py,<analysis_outputs>\phase_gradient_alignment_dmt\subject_metrics.csv;<analysis_outputs>\phase_gradient_alignment_lsd\subject_metrics.csv,pass,Full retained angle cubes reduced to equal-subject probability histograms; raw angle cubes remain referenced by path.
EXP017,cai_polar,cai_paired_bin_statistics,study_hemisphere_angle_bin,02_exports\cai_polar\angle_distributions\exp017_paired_bin_statistics.csv,02_exports\cai_polar\angle_distributions\exp017_paired_bin_statistics.csv.metadata.json,csv,288,0,4 panels x 72 angle bins,DMT;LSD,Drug-minus-PCB paired delta,left;right,,<source_analysis>\phase_gradient_alignment.py,export_scripts\export_exp017_cai_polar.py,02_exports\cai_polar\angle_distributions\exp017_subject_angle_histograms.npz,pass,Paired one-sample t tests per raw 5-degree bin; BH-FDR applied independently within each study x hemisphere panel.
